TIMESTAMP,WS_100,WS_69W,WS_38W,WD_97,WD_35,AT_95,RH_95,BP_93,GustFactor,TI_10min,MA_10min,MA_1h,MA_6h,MA_1mo
2019-07-01 00:00:00,4.811,3.820,3.267,175.375,171.464,28.406,84.288,993.872,1.018,0.000,4.811,4.811,4.811,4.811
2019-07-01 00:01:00,4.930,4.150,3.330,177.797,169.778,28.413,84.300,995.234,1.029,0.012,4.870,4.870,4.870,4.870
2019-07-01 00:02:00,5.132,4.309,3.749,175.746,168.437,28.404,84.183,995.255,1.057,0.027,4.958,4.958,4.958,4.958
2019-07-01 00:03:00,5.225,4.375,3.485,174.927,168.933,28.414,83.862,995.216,1.058,0.032,5.024,5.024,5.024,5.024
2019-07-01 00:04:00,5.020,4.199,3.516,173.193,169.368,28.403,83.700,995.201,1.010,0.029,5.023,5.023,5.023,5.023
2019-07-01 00:05:00,4.594,3.954,3.321,171.954,167.362,28.410,83.652,993.832,0.931,0.042,4.952,4.952,4.952,4.952
2019-07-01 00:06:00,4.296,3.652,2.950,169.915,164.326,28.410,83.638,993.738,0.886,0.062,4.858,4.858,4.858,4.858
2019-07-01 00:07:00,4.238,3.379,2.769,170.527,165.540,28.410,83.530,993.682,0.888,0.073,4.781,4.781,4.781,4.781
2019-07-01 00:08:00,3.878,3.102,2.620,170.778,161.243,28.407,83.332,993.695,0.828,0.093,4.680,4.680,4.680,4.680
2019-07-01 00:09:00,3.620,2.833,2.590,170.185,161.113,28.407,83.238,993.418,0.794,0.114,4.574,4.574,4.574,4.574
2019-07-01 00:10:00,3.774,3.071,2.296,171.242,152.220,28.416,83.280,993.373,0.844,0.126,4.471,4.502,4.502,4.502
2019-07-01 00:11:00,3.849,2.987,2.518,169.052,158.435,28.407,83.280,993.360,0.879,0.130,4.362,4.447,4.447,4.447
2019-07-01 00:12:00,3.924,3.094,2.403,169.807,159.209,28.415,82.935,993.369,0.922,0.122,4.242,4.407,4.407,4.407
2019-07-01 00:13:00,3.997,2.978,2.395,171.847,158.908,28.414,82.705,993.414,0.963,0.098,4.119,4.378,4.378,4.378
2019-07-01 00:14:00,3.870,2.986,2.314,172.163,153.204,28.462,82.513,993.602,0.964,0.069,4.004,4.344,4.344,4.344
2019-07-01 00:15:00,3.902,2.954,2.337,171.085,164.655,28.496,82.393,993.701,0.992,0.049,3.935,4.316,4.316,4.316
2019-07-01 00:16:00,3.570,2.939,2.039,168.601,163.509,28.510,82.317,993.710,0.928,0.046,3.862,4.272,4.272,4.272
2019-07-01 00:17:00,3.532,2.529,1.846,168.237,149.568,28.546,82.317,993.646,0.937,0.040,3.792,4.231,4.231,4.231
2019-07-01 00:18:00,3.293,2.393,1.544,169.511,139.130,28.537,82.362,993.625,0.888,0.056,3.733,4.182,4.182,4.182
2019-07-01 00:19:00,3.344,2.431,1.614,171.153,140.829,28.546,82.362,993.600,0.907,0.065,3.705,4.140,4.140,4.140
2019-07-01 00:20:00,3.343,2.114,1.387,168.763,135.588,28.592,82.252,993.590,0.919,0.071,3.662,4.102,4.102,4.102
2019-07-01 00:21:00,3.461,2.151,1.309,168.945,136.896,28.585,82.032,993.567,0.960,0.072,3.624,4.073,4.073,4.073
2019-07-01 00:22:00,3.498,2.648,1.345,167.765,139.799,28.599,81.845,993.586,0.981,0.067,3.581,4.048,4.048,4.048
2019-07-01 00:23:00,3.665,2.898,1.402,167.070,137.892,28.643,81.602,993.504,1.039,0.057,3.548,4.032,4.032,4.032
2019-07-01 00:24:00,3.740,2.679,1.837,165.517,137.943,28.676,81.468,993.350,1.069,0.052,3.535,4.020,4.020,4.020
2019-07-01 00:25:00,3.919,2.992,2.006,167.523,147.287,28.683,81.417,993.376,1.121,0.053,3.536,4.016,4.016,4.016
2019-07-01 00:26:00,4.146,3.339,2.199,168.403,150.715,28.678,81.408,993.334,1.173,0.073,3.594,4.021,4.021,4.021
2019-07-01 00:27:00,4.388,3.399,2.358,169.275,151.883,28.676,81.265,993.362,1.217,0.096,3.680,4.034,4.034,4.034
2019-07-01 00:28:00,4.391,3.406,2.438,169.834,154.188,28.678,81.113,993.337,1.189,0.101,3.789,4.047,4.047,4.047
2019-07-01 00:29:00,4.663,3.440,2.492,171.990,155.677,28.688,81.058,993.332,1.217,0.110,3.921,4.067,4.067,4.067
2019-07-01 00:30:00,4.594,3.530,2.575,174.390,156.793,28.739,80.778,993.347,1.165,0.106,4.047,4.084,4.084,4.084
2019-07-01 00:31:00,4.679,3.444,2.651,177.413,162.020,28.798,80.472,993.337,1.147,0.100,4.168,4.103,4.103,4.103
2019-07-01 00:32:00,4.746,3.800,2.666,179.095,162.025,28.825,80.488,993.397,1.130,0.089,4.293,4.122,4.122,4.122
2019-07-01 00:33:00,4.832,3.929,2.678,179.387,162.540,28.817,80.498,993.382,1.116,0.079,4.410,4.143,4.143,4.143
2019-07-01 00:34:00,4.961,3.663,2.671,176.667,164.260,28.817,80.285,993.554,1.118,0.067,4.532,4.166,4.166,4.166
2019-07-01 00:35:00,4.933,4.137,2.773,177.432,161.412,28.838,80.442,993.582,1.083,0.053,4.633,4.188,4.188,4.188
2019-07-01 00:36:00,4.941,4.000,2.810,174.138,160.275,28.863,80.248,993.431,1.066,0.043,4.713,4.208,4.208,4.208
2019-07-01 00:37:00,4.766,3.642,2.812,174.623,159.687,28.857,80.073,993.505,1.018,0.036,4.751,4.223,4.223,4.223
2019-07-01 00:38:00,4.643,3.313,2.642,175.142,158.903,28.867,80.217,993.442,0.980,0.027,4.776,4.234,4.234,4.234
2019-07-01 00:39:00,4.694,3.193,2.593,176.577,159.315,28.863,80.242,993.422,0.989,0.026,4.779,4.245,4.245,4.245
2019-07-01 00:40:00,4.660,3.565,2.584,176.352,159.970,28.861,80.150,993.353,0.979,0.024,4.785,4.255,4.255,4.255
2019-07-01 00:41:00,4.696,3.789,2.505,176.542,160.731,28.879,80.072,993.352,0.987,0.024,4.787,4.266,4.266,4.266
2019-07-01 00:42:00,4.693,3.647,2.737,175.357,157.890,28.906,79.984,993.154,0.988,0.025,4.782,4.276,4.276,4.276
2019-07-01 00:43:00,4.649,3.338,2.854,173.483,157.952,28.904,79.980,993.127,0.980,0.026,4.764,4.284,4.284,4.284
2019-07-01 00:44:00,4.749,3.398,2.938,172.968,158.768,28.902,79.989,993.142,1.007,0.022,4.742,4.294,4.294,4.294
2019-07-01 00:45:00,4.784,3.526,2.869,174.242,159.443,28.907,80.137,993.128,1.020,0.018,4.728,4.305,4.305,4.305
2019-07-01 00:46:00,4.783,3.344,3.024,173.378,158.112,28.891,80.180,993.068,1.021,0.011,4.712,4.315,4.315,4.315
2019-07-01 00:47:00,4.795,3.462,3.008,173.823,156.317,28.864,80.137,993.132,1.025,0.012,4.715,4.325,4.325,4.325
2019-07-01 00:48:00,4.609,3.586,2.969,175.040,154.755,28.863,80.215,993.113,0.988,0.013,4.711,4.331,4.331,4.331
2019-07-01 00:49:00,4.648,3.662,3.031,175.337,154.840,28.873,80.512,993.003,0.993,0.013,4.707,4.337,4.337,4.337
2019-07-01 00:50:00,4.430,3.748,2.982,176.813,153.468,28.906,80.352,993.026,0.951,0.022,4.684,4.339,4.339,4.339
2019-07-01 00:51:00,4.467,3.798,2.963,175.945,153.053,28.909,80.325,993.054,0.962,0.026,4.661,4.342,4.342,4.342
2019-07-01 00:52:00,4.711,3.676,3.044,172.570,152.652,28.904,80.049,993.033,1.017,0.026,4.663,4.349,4.349,4.349
2019-07-01 00:53:00,4.763,3.766,2.999,171.552,150.338,28.922,80.033,993.053,1.028,0.027,4.674,4.356,4.356,4.356
2019-07-01 00:54:00,4.662,3.812,2.939,171.649,148.605,28.949,80.247,993.044,1.008,0.027,4.665,4.362,4.362,4.362
2019-07-01 00:55:00,4.609,4.030,3.039,170.819,146.990,28.958,80.627,993.147,0.999,0.026,4.648,4.366,4.366,4.366
2019-07-01 00:56:00,4.684,3.864,3.043,168.057,144.383,28.950,80.052,993.287,1.015,0.024,4.638,4.372,4.372,4.372
2019-07-01 00:57:00,4.446,3.759,2.960,168.822,143.837,28.950,79.920,993.227,0.970,0.024,4.603,4.373,4.373,4.373
2019-07-01 00:58:00,4.382,3.458,2.966,170.163,142.180,28.950,80.055,993.282,0.963,0.028,4.580,4.373,4.373,4.373
2019-07-01 00:59:00,4.209,3.490,2.921,169.217,141.170,28.952,80.143,993.308,0.932,0.037,4.536,4.371,4.371,4.371
2019-07-01 01:00:00,4.267,3.502,2.752,170.937,140.473,28.920,80.060,993.110,0.950,0.041,4.520,4.361,4.369,4.369
2019-07-01 01:01:00,4.354,3.332,2.736,172.265,143.236,28.902,80.038,993.115,0.972,0.042,4.509,4.352,4.369,4.369
2019-07-01 01:02:00,4.437,3.399,2.714,173.353,144.685,28.904,79.973,993.136,0.995,0.040,4.481,4.340,4.370,4.370
2019-07-01 01:03:00,4.566,3.502,2.750,175.087,147.467,28.873,79.976,993.151,1.030,0.035,4.462,4.329,4.373,4.373
2019-07-01 01:04:00,4.543,3.313,2.589,173.745,144.795,28.865,79.998,993.149,1.029,0.032,4.450,4.321,4.375,4.375
2019-07-01 01:05:00,4.486,3.285,2.533,172.480,143.707,28.861,79.925,993.216,1.020,0.030,4.437,4.320,4.377,4.377
2019-07-01 01:06:00,4.636,3.391,2.458,175.317,142.967,28.858,80.257,993.329,1.052,0.029,4.433,4.325,4.381,4.381
2019-07-01 01:07:00,4.824,3.469,2.581,174.217,144.417,28.859,80.268,993.300,1.091,0.039,4.470,4.335,4.387,4.387
2019-07-01 01:08:00,4.758,3.348,2.591,174.703,145.911,28.864,80.030,993.223,1.067,0.042,4.508,4.350,4.393,4.393
2019-07-01 01:09:00,4.798,3.862,2.529,175.755,146.860,28.866,79.964,992.965,1.064,0.039,4.567,4.369,4.399,4.399
