TIMESTAMP,WS_100,WS_69W,WS_38W,WD_97,WD_35,AT_95,RH_95,BP_93,GustFactor,TI_10min,MA_10min,MA_1h,MA_6h,MA_1mo
2024-12-01 00:00:00,2.708,3.316,3.420,182.870,163.907,,0.031,1000.056,1.011,0.000,2.708,2.708,2.708,2.708
2024-12-01 00:01:00,2.782,3.229,3.393,181.950,163.760,,0.030,1005.503,1.026,0.014,2.745,2.745,2.745,2.745
2024-12-01 00:02:00,2.909,3.283,3.414,182.092,163.702,,0.015,1005.651,1.058,0.030,2.800,2.800,2.800,2.800
2024-12-01 00:03:00,2.902,3.351,3.338,180.422,161.368,,0.018,1005.595,1.039,0.030,2.825,2.825,2.825,2.825
2024-12-01 00:04:00,2.969,3.340,3.329,178.755,162.087,,0.011,1005.606,1.051,0.033,2.854,2.854,2.854,2.854
2024-12-01 00:05:00,3.075,3.417,3.490,176.027,163.880,,0.018,1001.166,1.078,0.041,2.891,2.891,2.891,2.891
2024-12-01 00:06:00,3.007,3.363,3.663,176.905,165.032,,0.019,1000.964,1.046,0.041,2.907,2.907,2.907,2.907
2024-12-01 00:07:00,3.037,3.385,3.736,176.197,165.312,,0.039,999.413,1.046,0.040,2.924,2.924,2.924,2.924
2024-12-01 00:08:00,3.084,3.331,3.675,175.548,164.717,,0.030,1000.327,1.058,0.042,2.941,2.941,2.941,2.941
2024-12-01 00:09:00,3.045,3.405,3.666,174.535,164.737,,0.021,1000.719,1.040,0.041,2.952,2.952,2.952,2.952
2024-12-01 00:10:00,3.095,3.465,3.770,173.803,164.385,,0.028,1000.992,1.046,0.032,2.991,2.965,2.965,2.965
2024-12-01 00:11:00,3.170,3.522,3.837,172.080,163.858,,0.028,1000.447,1.059,0.027,3.029,2.982,2.982,2.982
2024-12-01 00:12:00,3.115,3.540,3.788,170.913,162.498,,0.030,1000.404,1.032,0.024,3.050,2.992,2.992,2.992
2024-12-01 00:13:00,3.125,3.471,3.928,169.555,162.963,,0.022,1000.893,1.028,0.018,3.072,3.002,3.002,3.002
2024-12-01 00:14:00,3.223,3.439,3.917,169.283,163.627,,0.027,1000.819,1.052,0.020,3.098,3.016,3.016,3.016
2024-12-01 00:15:00,3.194,3.479,4.044,169.600,164.828,,0.030,1000.974,1.035,0.022,3.110,3.028,3.028,3.028
2024-12-01 00:16:00,3.195,3.461,4.052,170.373,166.073,,0.023,1000.345,1.031,0.020,3.128,3.037,3.037,3.037
2024-12-01 00:17:00,3.161,3.366,3.991,171.435,166.664,,0.036,1000.860,1.013,0.017,3.141,3.044,3.044,3.044
2024-12-01 00:18:00,3.158,3.375,3.933,172.263,168.220,,0.030,1000.688,1.011,0.016,3.148,3.050,3.050,3.050
2024-12-01 00:19:00,3.111,3.373,3.782,173.345,170.407,,0.031,1001.128,0.994,0.013,3.155,3.053,3.053,3.053
2024-12-01 00:20:00,3.055,3.329,3.747,174.990,171.473,,0.037,1001.036,0.976,0.015,3.151,3.053,3.053,3.053
2024-12-01 00:21:00,3.044,3.282,3.664,176.100,172.287,,0.019,1000.109,0.976,0.018,3.138,3.053,3.053,3.053
2024-12-01 00:22:00,3.023,3.331,3.639,178.462,172.752,,0.017,999.934,0.974,0.021,3.129,3.052,3.052,3.052
2024-12-01 00:23:00,3.008,3.318,3.633,178.692,173.415,,0.020,1000.009,0.970,0.024,3.117,3.050,3.050,3.050
2024-12-01 00:24:00,2.931,3.308,3.495,179.773,172.828,,0.033,1000.021,0.952,0.027,3.088,3.045,3.045,3.045
2024-12-01 00:25:00,2.855,3.233,3.409,179.877,172.528,,0.020,999.961,0.936,0.033,3.054,3.038,3.038,3.038
2024-12-01 00:26:00,2.789,3.136,3.317,179.610,172.222,,0.030,1000.038,0.925,0.039,3.014,3.029,3.029,3.029
2024-12-01 00:27:00,2.752,3.101,3.243,179.133,172.200,,0.035,999.799,0.926,0.043,2.973,3.019,3.019,3.019
2024-12-01 00:28:00,2.764,3.107,3.237,178.970,173.153,,0.022,1000.603,0.943,0.043,2.933,3.010,3.010,3.010
2024-12-01 00:29:00,2.735,3.168,3.294,180.570,175.145,,0.019,1001.150,0.944,0.043,2.896,3.001,3.001,3.001
2024-12-01 00:30:00,2.801,3.212,3.556,180.712,176.023,,0.021,1000.036,0.979,0.040,2.870,2.994,2.994,2.994
2024-12-01 00:31:00,2.985,3.256,3.651,179.907,175.217,,0.022,999.647,1.049,0.037,2.864,2.994,2.994,2.994
2024-12-01 00:32:00,3.008,3.340,3.689,180.612,174.205,,0.029,999.690,1.058,0.037,2.863,2.994,2.994,2.994
2024-12-01 00:33:00,3.017,3.384,3.685,179.765,174.090,,0.027,999.763,1.063,0.037,2.864,2.995,2.995,2.995
2024-12-01 00:34:00,3.093,3.428,3.629,178.317,171.247,,0.029,999.703,1.085,0.044,2.880,2.998,2.998,2.998
2024-12-01 00:35:00,3.017,3.373,3.615,178.102,170.738,,0.035,999.777,1.051,0.045,2.896,2.998,2.998,2.998
2024-12-01 00:36:00,2.868,3.349,3.545,177.027,171.037,,0.027,999.814,0.999,0.044,2.904,2.995,2.995,2.995
2024-12-01 00:37:00,2.843,3.373,3.445,175.930,171.822,,0.055,1000.541,0.985,0.041,2.913,2.991,2.991,2.991
2024-12-01 00:38:00,2.975,3.455,3.344,173.010,172.790,,0.046,999.840,1.023,0.037,2.934,2.991,2.991,2.991
2024-12-01 00:39:00,3.130,3.602,3.365,171.818,170.527,,0.044,999.921,1.066,0.034,2.974,2.994,2.994,2.994
2024-12-01 00:40:00,3.231,3.650,3.357,171.377,169.197,,0.073,999.906,1.087,0.036,3.017,3.000,3.000,3.000
2024-12-01 00:41:00,3.252,3.677,3.475,171.472,168.432,,0.059,999.809,1.080,0.042,3.044,3.006,3.006,3.006
2024-12-01 00:42:00,3.301,3.742,3.481,171.753,168.610,,0.050,999.774,1.086,0.049,3.073,3.013,3.013,3.013
2024-12-01 00:43:00,3.357,3.717,3.455,172.275,168.830,,0.044,999.843,1.093,0.055,3.107,3.020,3.020,3.020
2024-12-01 00:44:00,3.306,3.714,3.357,173.062,171.383,,0.055,999.744,1.068,0.058,3.128,3.027,3.027,3.027
2024-12-01 00:45:00,3.217,3.769,3.281,174.228,171.645,,0.047,999.732,1.032,0.056,3.148,3.031,3.031,3.031
2024-12-01 00:46:00,3.206,3.496,3.243,173.765,171.898,,0.080,999.680,1.021,0.048,3.182,3.035,3.035,3.035
2024-12-01 00:47:00,3.125,3.474,3.196,173.952,171.693,,0.055,999.654,0.985,0.033,3.210,3.037,3.037,3.037
2024-12-01 00:48:00,3.171,3.375,3.385,173.285,170.883,,0.062,999.775,0.989,0.022,3.230,3.039,3.039,3.039
2024-12-01 00:49:00,3.245,3.332,3.341,172.755,171.340,,0.060,999.743,1.009,0.020,3.241,3.043,3.043,3.043
2024-12-01 00:50:00,3.326,3.368,3.293,172.633,171.305,,0.051,999.674,1.032,0.021,3.251,3.049,3.049,3.049
2024-12-01 00:51:00,3.303,3.392,3.241,173.327,172.102,,0.053,999.977,1.023,0.022,3.256,3.054,3.054,3.054
2024-12-01 00:52:00,3.304,3.448,3.228,173.683,172.992,,0.040,999.853,1.020,0.022,3.256,3.059,3.059,3.059
2024-12-01 00:53:00,3.222,3.458,3.038,174.133,175.282,,0.040,999.812,0.998,0.019,3.242,3.062,3.062,3.062
2024-12-01 00:54:00,3.117,3.400,3.014,175.092,175.505,,0.034,999.687,0.971,0.021,3.224,3.063,3.063,3.063
2024-12-01 00:55:00,3.029,3.554,3.022,175.223,177.583,,0.027,999.620,0.949,0.028,3.205,3.062,3.062,3.062
2024-12-01 00:56:00,2.976,3.459,3.059,176.662,178.318,,0.019,999.631,0.939,0.036,3.182,3.061,3.061,3.061
2024-12-01 00:57:00,2.943,3.431,2.959,177.575,180.452,,0.017,999.616,0.934,0.042,3.164,3.058,3.058,3.058
2024-12-01 00:58:00,2.884,3.293,2.935,179.192,182.067,,0.028,999.660,0.922,0.050,3.135,3.056,3.056,3.056
2024-12-01 00:59:00,2.842,3.240,2.961,180.547,183.585,,0.030,999.427,0.917,0.057,3.095,3.052,3.052,3.052
2024-12-01 01:00:00,2.777,3.184,3.014,179.330,182.170,,0.035,1000.328,0.913,0.059,3.040,3.053,3.047,3.047
2024-12-01 01:01:00,2.708,3.244,2.975,178.223,181.448,,0.031,999.445,0.905,0.061,2.980,3.052,3.042,3.042
2024-12-01 01:02:00,2.662,3.096,3.043,179.740,179.927,,0.037,999.365,0.909,0.058,2.916,3.048,3.036,3.036
2024-12-01 01:03:00,2.560,3.136,2.999,180.615,181.315,,0.029,999.452,0.895,0.058,2.850,3.042,3.029,3.029
2024-12-01 01:04:00,2.509,3.109,2.985,181.335,180.180,,0.029,999.236,0.898,0.060,2.789,3.034,3.021,3.021
2024-12-01 01:05:00,2.575,3.150,3.030,179.977,177.993,,0.023,999.912,0.937,0.058,2.744,3.026,3.014,3.014
2024-12-01 01:06:00,2.652,3.307,3.059,178.645,175.185,,0.023,1000.052,0.980,0.051,2.711,3.020,3.008,3.008
2024-12-01 01:07:00,2.739,3.383,3.072,177.122,173.278,,0.034,999.293,1.020,0.043,2.691,3.015,3.004,3.004
2024-12-01 01:08:00,2.800,3.595,3.072,177.268,171.938,,0.018,999.300,1.049,0.039,2.683,3.010,3.001,3.001
