TIMESTAMP,WS_100,WS_69W,WS_38W,WD_97,WD_35,AT_95,RH_95,BP_93,GustFactor,TI_10min,MA_10min,MA_1h,MA_6h,MA_1mo
2023-04-01 00:00:00,9.228,9.103,8.603,41.140,30.512,17.837,75.330,998.071,1.013,0.000,9.228,9.228,9.228,9.228
2023-04-01 00:01:00,9.100,8.953,8.507,39.487,33.698,17.824,75.423,1003.306,0.995,0.007,9.164,9.164,9.164,9.164
2023-04-01 00:02:00,8.775,8.638,8.305,36.030,26.689,17.777,75.561,1003.423,0.974,0.021,9.034,9.034,9.034,9.034
2023-04-01 00:03:00,8.831,8.804,8.641,34.414,24.144,17.760,75.800,1003.487,0.991,0.021,8.983,8.983,8.983,8.983
2023-04-01 00:04:00,9.014,8.909,8.569,34.057,25.414,17.746,75.891,1003.484,1.014,0.019,8.990,8.990,8.990,8.990
2023-04-01 00:05:00,9.211,9.079,8.623,30.710,25.972,17.672,75.887,998.823,1.033,0.019,9.026,9.026,9.026,9.026
2023-04-01 00:06:00,9.199,9.156,8.562,34.488,28.191,17.671,76.013,998.254,1.027,0.019,9.051,9.051,9.051,9.051
2023-04-01 00:07:00,8.890,8.555,8.371,33.290,33.061,17.642,76.252,997.910,0.993,0.019,9.031,9.031,9.031,9.031
2023-04-01 00:08:00,9.168,9.129,8.944,30.938,30.460,17.624,76.683,997.843,1.026,0.018,9.046,9.046,9.046,9.046
2023-04-01 00:09:00,9.368,9.179,9.017,34.752,31.809,17.625,76.852,998.565,1.042,0.020,9.078,9.078,9.078,9.078
2023-04-01 00:10:00,8.900,8.688,8.742,32.973,34.062,17.622,76.790,998.549,0.993,0.020,9.046,9.062,9.062,9.062
2023-04-01 00:11:00,8.887,8.872,8.721,33.975,32.000,17.599,77.043,998.564,0.997,0.021,9.024,9.048,9.048,9.048
2023-04-01 00:12:00,9.223,9.246,8.902,31.920,29.796,17.582,76.988,998.072,1.027,0.020,9.069,9.061,9.061,9.061
2023-04-01 00:13:00,9.284,9.431,9.255,32.831,29.837,17.571,76.832,998.281,1.029,0.018,9.114,9.077,9.077,9.077
2023-04-01 00:14:00,9.248,9.325,9.302,32.709,31.591,17.580,77.173,998.226,1.023,0.018,9.138,9.088,9.088,9.088
2023-04-01 00:15:00,9.390,9.330,8.915,36.462,31.769,17.575,77.171,997.918,1.036,0.020,9.156,9.107,9.107,9.107
2023-04-01 00:16:00,9.204,9.046,9.074,35.946,36.456,17.575,77.118,998.072,1.015,0.020,9.156,9.113,9.113,9.113
2023-04-01 00:17:00,9.321,9.231,8.832,39.604,37.913,17.576,77.249,998.374,1.025,0.018,9.199,9.124,9.124,9.124
2023-04-01 00:18:00,9.185,9.237,8.911,37.499,36.945,17.582,77.447,998.243,1.007,0.018,9.201,9.128,9.128,9.128
2023-04-01 00:19:00,9.061,8.906,8.344,39.289,37.970,17.526,77.458,998.506,0.993,0.018,9.170,9.124,9.124,9.124
2023-04-01 00:20:00,8.731,8.500,8.519,37.213,38.401,17.543,77.620,998.436,0.963,0.021,9.153,9.106,9.106,9.106
2023-04-01 00:21:00,8.651,8.602,8.533,37.874,38.615,17.540,78.059,998.048,0.955,0.026,9.130,9.085,9.085,9.085
2023-04-01 00:22:00,8.642,8.330,8.157,36.364,39.193,17.528,78.081,998.100,0.961,0.030,9.072,9.066,9.066,9.066
2023-04-01 00:23:00,8.483,8.363,7.920,37.060,38.793,17.490,78.466,997.842,0.949,0.035,8.992,9.041,9.041,9.041
2023-04-01 00:24:00,8.618,8.620,8.426,36.208,40.828,17.491,78.762,997.689,0.973,0.036,8.929,9.024,9.024,9.024
2023-04-01 00:25:00,8.412,8.261,8.217,38.392,41.295,17.494,79.097,997.617,0.959,0.035,8.831,9.001,9.001,9.001
2023-04-01 00:26:00,9.102,9.064,8.552,39.304,40.418,17.441,79.138,998.261,1.038,0.034,8.821,9.005,9.005,9.005
2023-04-01 00:27:00,9.129,8.794,8.863,38.896,39.930,17.342,79.020,997.839,1.045,0.031,8.801,9.009,9.009,9.009
2023-04-01 00:28:00,8.827,8.250,8.047,40.300,40.419,17.279,78.997,997.664,1.017,0.028,8.766,9.003,9.003,9.003
2023-04-01 00:29:00,9.022,8.681,8.302,37.611,41.177,17.260,79.169,997.799,1.036,0.027,8.762,9.003,9.003,9.003
2023-04-01 00:30:00,8.902,8.747,8.345,35.083,38.650,17.247,79.169,998.209,1.023,0.028,8.779,9.000,9.000,9.000
2023-04-01 00:31:00,8.502,8.497,7.856,33.040,38.001,17.263,79.470,998.357,0.980,0.029,8.764,8.985,8.985,8.985
2023-04-01 00:32:00,8.494,8.228,7.845,34.325,36.725,17.254,79.409,998.046,0.979,0.030,8.749,8.970,8.970,8.970
2023-04-01 00:33:00,8.326,8.063,7.671,33.948,37.618,17.264,79.583,997.964,0.963,0.033,8.733,8.951,8.951,8.951
2023-04-01 00:34:00,8.381,8.087,7.987,34.867,37.011,17.256,79.722,997.694,0.968,0.035,8.710,8.934,8.934,8.934
2023-04-01 00:35:00,8.581,8.220,7.986,37.095,37.967,17.256,79.860,997.649,0.993,0.033,8.726,8.925,8.925,8.925
2023-04-01 00:36:00,8.643,8.357,7.995,37.609,40.172,17.261,79.857,997.518,1.002,0.030,8.681,8.917,8.917,8.917
2023-04-01 00:37:00,8.517,8.369,8.178,37.147,41.882,17.238,79.923,998.216,0.994,0.025,8.619,8.906,8.906,8.906
2023-04-01 00:38:00,8.057,7.977,8.122,37.894,41.304,17.209,80.158,998.349,0.949,0.031,8.542,8.885,8.885,8.885
2023-04-01 00:39:00,7.917,7.714,7.694,38.889,41.611,17.225,80.323,998.075,0.939,0.032,8.432,8.860,8.860,8.860
2023-04-01 00:40:00,8.073,7.639,7.311,39.185,42.921,17.212,80.362,998.108,0.972,0.028,8.349,8.841,8.841,8.841
2023-04-01 00:41:00,8.377,7.802,7.050,38.342,43.407,17.185,80.295,997.476,1.014,0.028,8.336,8.830,8.830,8.830
2023-04-01 00:42:00,8.060,7.585,6.797,38.935,41.684,17.160,80.313,997.420,0.980,0.029,8.293,8.812,8.812,8.812
2023-04-01 00:43:00,7.670,7.345,7.103,39.857,42.189,17.161,80.490,997.655,0.937,0.037,8.227,8.786,8.786,8.786
2023-04-01 00:44:00,7.774,7.644,7.403,38.986,40.070,17.174,80.643,997.756,0.957,0.040,8.167,8.764,8.764,8.764
