TIMESTAMP,WS_100,WS_69W,WS_38W,WD_97,WD_35,AT_95,RH_95,BP_93,GustFactor,TI_10min,MA_10min,MA_1h,MA_6h,MA_1mo
2017-10-01 00:00:00,3.783,3.535,3.109,186.802,188.028,28.371,81.703,1003.033,0.999,0.000,3.783,3.783,3.783,3.783
2017-10-01 00:01:00,3.547,3.478,3.161,193.132,189.168,28.365,81.725,1003.948,0.968,0.032,3.665,3.665,3.665,3.665
2017-10-01 00:02:00,3.406,3.381,3.105,192.713,190.118,28.372,81.860,1003.960,0.951,0.043,3.579,3.579,3.579,3.579
2017-10-01 00:03:00,3.601,3.250,2.970,195.818,194.568,28.364,81.893,1003.947,1.021,0.038,3.584,3.584,3.584,3.584
2017-10-01 00:04:00,3.803,3.331,3.047,191.418,195.489,28.369,81.922,1003.941,1.066,0.041,3.628,3.628,3.628,3.628
2017-10-01 00:05:00,3.469,3.296,3.010,193.752,196.681,28.363,81.818,1003.001,0.970,0.041,3.602,3.602,3.602,3.602
2017-10-01 00:06:00,3.547,3.177,2.935,195.691,194.578,28.373,81.782,1002.929,0.998,0.039,3.594,3.594,3.594,3.594
2017-10-01 00:07:00,3.786,3.646,3.279,192.862,194.230,28.366,81.735,1002.876,1.057,0.040,3.618,3.618,3.618,3.618
2017-10-01 00:08:00,3.651,3.738,3.429,194.007,192.477,28.367,81.603,1002.695,1.018,0.038,3.622,3.622,3.622,3.622
2017-10-01 00:09:00,3.740,3.689,3.624,190.305,192.467,28.372,81.510,1002.696,1.042,0.037,3.633,3.633,3.633,3.633
2017-10-01 00:10:00,3.878,3.925,3.798,195.196,189.935,28.321,81.427,1002.668,1.081,0.040,3.643,3.656,3.656,3.656
2017-10-01 00:11:00,4.221,4.180,3.780,190.145,188.980,28.318,81.170,1002.875,1.155,0.060,3.710,3.703,3.703,3.703
2017-10-01 00:12:00,3.996,3.907,3.723,188.520,189.465,28.317,81.042,1002.868,1.083,0.056,3.769,3.725,3.725,3.725
2017-10-01 00:13:00,3.929,3.688,3.447,190.646,188.781,28.321,80.987,1002.760,1.051,0.055,3.802,3.740,3.740,3.740
2017-10-01 00:14:00,4.005,3.631,3.248,192.725,186.353,28.313,80.932,1002.671,1.069,0.057,3.822,3.757,3.757,3.757
2017-10-01 00:15:00,4.061,3.497,3.130,187.598,188.295,28.317,80.957,1002.656,1.070,0.050,3.881,3.776,3.776,3.776
2017-10-01 00:16:00,4.210,3.998,3.448,192.858,184.698,28.309,80.942,1002.662,1.092,0.046,3.948,3.802,3.802,3.802
2017-10-01 00:17:00,3.961,3.718,2.933,191.445,191.790,28.316,80.863,1002.603,1.013,0.043,3.965,3.811,3.811,3.811
2017-10-01 00:18:00,3.897,3.589,2.948,189.510,192.256,28.314,80.935,1002.644,0.989,0.035,3.990,3.815,3.815,3.815
2017-10-01 00:19:00,4.028,3.583,2.860,190.999,189.823,28.317,80.878,1002.760,1.019,0.028,4.018,3.826,3.826,3.826
2017-10-01 00:20:00,3.736,3.284,2.726,190.865,190.198,28.313,80.860,1002.581,0.944,0.034,4.004,3.822,3.822,3.822
2017-10-01 00:21:00,3.866,3.481,2.788,190.287,192.315,28.315,80.883,1002.574,0.982,0.030,3.969,3.824,3.824,3.824
2017-10-01 00:22:00,4.031,3.745,3.142,194.509,188.873,28.311,80.960,1002.557,1.033,0.030,3.972,3.833,3.833,3.833
2017-10-01 00:23:00,3.518,3.141,2.907,195.580,187.648,28.317,81.018,1002.548,0.907,0.046,3.931,3.820,3.820,3.820
2017-10-01 00:24:00,3.339,2.931,2.773,192.036,192.278,28.319,81.102,1002.555,0.868,0.065,3.865,3.800,3.800,3.800
2017-10-01 00:25:00,3.281,3.078,3.010,194.907,189.245,28.274,81.203,1002.551,0.869,0.078,3.787,3.780,3.780,3.780
2017-10-01 00:26:00,3.684,3.154,2.831,194.099,186.343,28.270,81.393,1002.549,0.995,0.070,3.734,3.777,3.777,3.777
2017-10-01 00:27:00,3.509,3.140,2.733,189.022,187.576,28.262,81.463,1002.578,0.962,0.070,3.689,3.767,3.767,3.767
2017-10-01 00:28:00,3.109,2.898,2.693,196.185,184.713,28.273,81.560,1002.727,0.865,0.083,3.610,3.745,3.745,3.745
2017-10-01 00:29:00,3.085,2.907,2.806,191.881,184.717,28.266,81.677,1002.765,0.879,0.085,3.516,3.723,3.723,3.723
2017-10-01 00:30:00,3.877,3.172,3.135,188.563,187.077,28.223,81.793,1002.631,1.123,0.089,3.530,3.728,3.728,3.728
2017-10-01 00:31:00,4.581,4.190,3.596,189.660,190.410,28.220,81.803,1002.574,1.301,0.122,3.601,3.754,3.754,3.754
2017-10-01 00:32:00,4.579,4.291,3.916,188.980,193.230,28.224,81.755,1002.727,1.277,0.141,3.656,3.779,3.779,3.779
2017-10-01 00:33:00,4.311,4.190,3.775,187.984,191.679,28.231,81.707,1002.794,1.184,0.147,3.736,3.795,3.795,3.795
2017-10-01 00:34:00,4.163,3.898,3.828,192.620,195.785,28.225,81.777,1002.693,1.117,0.143,3.818,3.805,3.805,3.805
2017-10-01 00:35:00,4.464,4.093,3.627,193.585,197.087,28.232,81.935,1002.578,1.167,0.138,3.936,3.824,3.824,3.824
2017-10-01 00:36:00,4.433,3.894,3.351,193.612,202.815,28.186,81.982,1002.704,1.126,0.139,4.011,3.840,3.840,3.840
2017-10-01 00:37:00,4.316,4.238,3.729,192.576,197.526,28.176,82.058,1002.723,1.075,0.131,4.092,3.853,3.853,3.853
2017-10-01 00:38:00,4.519,4.488,3.963,192.857,193.868,28.181,82.072,1002.645,1.099,0.102,4.233,3.870,3.870,3.870
2017-10-01 00:39:00,4.322,4.385,4.166,194.606,192.419,28.171,82.117,1002.511,1.021,0.047,4.357,3.881,3.881,3.881
2017-10-01 00:40:00,4.436,3.975,3.736,197.161,198.715,28.183,82.258,1002.656,1.020,0.029,4.412,3.895,3.895,3.895
2017-10-01 00:41:00,4.533,4.041,3.580,192.631,195.559,28.176,82.315,1002.443,1.038,0.028,4.408,3.910,3.910,3.910
2017-10-01 00:42:00,4.460,3.886,2.963,195.213,196.826,28.163,82.363,1002.421,1.026,0.025,4.396,3.923,3.923,3.923
2017-10-01 00:43:00,4.408,3.733,3.407,196.093,194.065,28.135,82.558,1002.412,1.021,0.024,4.405,3.934,3.934,3.934
2017-10-01 00:44:00,4.136,3.567,3.284,194.908,198.152,28.128,82.750,1002.505,0.953,0.025,4.403,3.938,3.938,3.938
2017-10-01 00:45:00,4.327,3.871,3.484,195.917,195.664,28.118,82.912,1002.540,1.000,0.025,4.389,3.947,3.947,3.947
2017-10-01 00:46:00,4.086,3.822,3.221,192.073,197.703,28.087,83.018,1002.392,0.950,0.033,4.354,3.950,3.950,3.950
2017-10-01 00:47:00,4.173,3.796,3.526,193.495,194.692,28.082,83.048,1002.476,0.969,0.035,4.340,3.954,3.954,3.954
2017-10-01 00:48:00,4.164,3.893,3.458,190.856,190.152,28.089,83.217,1002.446,0.972,0.034,4.304,3.958,3.958,3.958
2017-10-01 00:49:00,4.001,3.657,3.172,195.741,196.218,28.087,83.258,1002.393,0.953,0.040,4.272,3.959,3.959,3.959
2017-10-01 00:50:00,4.048,3.386,3.009,192.803,195.561,28.080,83.395,1002.516,0.962,0.041,4.234,3.961,3.961,3.961
2017-10-01 00:51:00,4.054,3.632,3.204,194.635,195.162,28.090,83.602,1002.456,0.972,0.036,4.186,3.963,3.963,3.963
2017-10-01 00:52:00,3.807,3.343,3.237,194.652,190.946,28.077,83.617,1002.353,0.931,0.039,4.120,3.960,3.960,3.960
2017-10-01 00:53:00,3.619,3.152,3.186,195.042,193.309,28.045,83.677,1002.476,0.897,0.047,4.042,3.954,3.954,3.954
2017-10-01 00:54:00,3.732,3.373,3.242,194.302,193.741,28.050,83.645,1002.469,0.944,0.052,4.001,3.950,3.950,3.950
2017-10-01 00:55:00,3.825,3.171,3.015,196.339,196.034,28.045,83.635,1002.437,0.978,0.046,3.951,3.947,3.947,3.947
2017-10-01 00:56:00,3.757,3.366,2.995,193.054,195.895,28.048,83.615,1002.433,0.972,0.047,3.918,3.944,3.944,3.944
2017-10-01 00:57:00,3.398,2.968,2.691,194.823,191.873,28.044,83.602,1002.348,0.890,0.057,3.841,3.935,3.935,3.935
2017-10-01 00:58:00,3.363,2.936,2.962,198.261,192.024,28.046,83.570,1002.292,0.900,0.062,3.760,3.925,3.925,3.925
2017-10-01 00:59:00,3.755,3.086,2.555,192.213,199.365,28.045,83.527,1002.237,1.015,0.059,3.736,3.922,3.922,3.922
